,filepath,theta,phi,turbidity,exposure,elevation,fov
2055,dashcam_illumination/train/2LDvsCLBwdJXvnMR1rkg5A_B.png,-98.27634762015462,73.78862115012507,4.5,0.029212000000000002,2.0,85.97
2056,dashcam_illumination/train/2lKml0I7NVeA_9Dr5QZsSQ_F.png,39.701392161945044,54.82663761632576,4.0,0.032983,0.21,85.76
2057,dashcam_illumination/train/2lKml0I7NVeA_9Dr5QZsSQ_B.png,-140.29860783805498,50.38663761632575,4.0,0.032983,-4.23,66.09
2058,dashcam_illumination/train/2LOZxlCO-oB7YPU_BkTMMw_F.png,170.7276924971547,57.21556702206943,2.5,0.05769,-9.55,94.78
2059,dashcam_illumination/train/2LOZxlCO-oB7YPU_BkTMMw_B.png,-9.272307502845322,76.72556702206946,2.5,0.05769,9.96,87.5
2060,dashcam_illumination/train/2Mn713PTT0EOjqeQtLO8Eg_F.png,-46.018278550142185,56.240457151076576,3.5,0.044898,-7.2,86.22
2061,dashcam_illumination/train/2Mn713PTT0EOjqeQtLO8Eg_B.png,133.98172144985782,73.37045715107658,3.5,0.044898,9.93,63.53
2062,dashcam_illumination/train/2Mzp7Z3mvtxRc-AxFV3r1Q_F.png,15.189164329457304,71.56383114983892,4.5,0.029345999999999997,4.38,92.92
2063,dashcam_illumination/train/2Mzp7Z3mvtxRc-AxFV3r1Q_B.png,-164.81083567054267,71.22383114983889,4.5,0.029345999999999997,4.04,96.82
2064,dashcam_illumination/train/2N2mVwNYy4NGrYDJjSDVQA_F.png,1.2613613786734144,57.457386715921544,3.0,0.058058000000000005,5.47,71.74
2065,dashcam_illumination/train/2N2mVwNYy4NGrYDJjSDVQA_B.png,-178.73863862132657,60.90738671592153,3.0,0.058058000000000005,8.92,74.51
2066,dashcam_illumination/train/2nbbxExi0wow9QhVL9YTDA_F.png,30.760880362554488,59.600872944030655,3.5,0.050022000000000004,-9.41,71.33
2067,dashcam_illumination/train/2nbbxExi0wow9QhVL9YTDA_B.png,-149.23911963744553,63.69087294403067,3.5,0.050022000000000004,-5.32,79.8
2068,dashcam_illumination/train/2NGAEZBI9BIFnZ3sJkkJTw_F.png,-102.50151489685982,56.82936546469875,3.5,0.042697000000000006,6.78,89.04
2069,dashcam_illumination/train/2NGAEZBI9BIFnZ3sJkkJTw_B.png,77.4984851031402,51.409365464698794,3.5,0.042697000000000006,1.36,92.58
2070,dashcam_illumination/train/2o3sDhDlRYOgWfX2WUaC_A_F.png,-14.745115884007307,44.25889796057166,3.5,0.038061000000000005,-3.4,90.45
2071,dashcam_illumination/train/2o3sDhDlRYOgWfX2WUaC_A_B.png,165.25488411599267,39.94889796057164,3.5,0.038061000000000005,-7.71,88.36
2072,dashcam_illumination/train/2Omi6fJYNCeuT1yu_n9bvg_F.png,84.28530738666987,56.08971761927742,4.0,0.031654,7.16,69.94
2073,dashcam_illumination/train/2Omi6fJYNCeuT1yu_n9bvg_B.png,-95.71469261333012,41.16971761927743,4.0,0.031654,-7.76,92.76
2074,dashcam_illumination/train/2orrASQPBMS3AXpbx3x-oA_F.png,-79.96976250965322,50.64913139593813,3.5,0.034069999999999996,-9.63,63.84
2075,dashcam_illumination/train/2orrASQPBMS3AXpbx3x-oA_B.png,100.03023749034679,59.57913139593813,3.5,0.034069999999999996,-0.7,72.55
2076,dashcam_illumination/train/2pG5Wekc8PIbqUOQ4P98bQ_F.png,4.9080452561074415,46.79250020973082,2.5,0.046686,8.35,61.99
2077,dashcam_illumination/train/2pG5Wekc8PIbqUOQ4P98bQ_B.png,-175.0919547438926,45.76250020973082,2.5,0.046686,7.32,77.09
2078,dashcam_illumination/train/2pRZSdTFbK5J1yh2ZqpL0g_F.png,104.1936510221472,72.81291927202494,4.5,0.028571,3.33,70.41
2079,dashcam_illumination/train/2pRZSdTFbK5J1yh2ZqpL0g_B.png,-75.80634897785279,63.22291927202495,4.5,0.028571,-6.26,93.72
2080,dashcam_illumination/train/2pTNwRYRaStJQBGfy_Z9Tw_F.png,175.94674982339993,43.384832315448854,4.0,0.02682,-9.69,94.5
2081,dashcam_illumination/train/2pTNwRYRaStJQBGfy_Z9Tw_B.png,-4.053250176600113,51.46483231544886,4.0,0.02682,-1.61,75.15
2082,dashcam_illumination/train/2PYUjhPNoPgyPnmj7guGsg_F.png,-85.26712686975057,53.81679691363512,3.5,0.044351999999999996,0.57,75.91
2083,dashcam_illumination/train/2PYUjhPNoPgyPnmj7guGsg_B.png,94.73287313024944,59.43679691363513,3.5,0.044351999999999996,6.19,90.48
2084,dashcam_illumination/train/2QBXOFISFJQNVuZ8wsSDUw_F.png,119.7669719575858,28.323141942039342,2.5,0.037126,-8.92,78.37
2085,dashcam_illumination/train/2QBXOFISFJQNVuZ8wsSDUw_B.png,-60.233028042414205,36.91314194203934,2.5,0.037126,-0.33,98.58
2086,dashcam_illumination/train/2QSrqzdbF2o55E-LLUGjCw_F.png,140.20967663049666,64.43559673169243,4.0,0.033483,6.69,77.56
2087,dashcam_illumination/train/2QSrqzdbF2o55E-LLUGjCw_B.png,-39.79032336950335,58.51559673169242,4.0,0.033483,0.77,85.17
2088,dashcam_illumination/train/2QyV2WwnEgnmtqwxGZWsjg_F.png,-162.59174818725955,53.64949661164838,4.5,0.035834,-7.22,74.57
2089,dashcam_illumination/train/2QyV2WwnEgnmtqwxGZWsjg_B.png,17.408251812740495,59.74949661164837,4.5,0.035834,-1.12,88.8
2090,dashcam_illumination/train/2RB2x-BGWhugpqXXbGWbhw_F.png,58.4379889613304,53.00211779713357,4.5,0.026938,-3.67,87.82
2091,dashcam_illumination/train/2RB2x-BGWhugpqXXbGWbhw_B.png,-121.56201103866964,53.56211779713358,4.5,0.026938,-3.11,96.02
2092,dashcam_illumination/train/2skPPP-Uiu_1e4-2hWjGjg_F.png,-126.2299611228076,46.67041137752098,3.0,0.043233999999999995,2.9,87.78
2093,dashcam_illumination/train/2skPPP-Uiu_1e4-2hWjGjg_B.png,53.770038877192384,40.690411377521,3.0,0.043233999999999995,-3.08,85.92
2094,dashcam_illumination/train/2sQgrhhdKNSplbNV4fjf3g_F.png,41.312398017490224,71.8397051666525,5.5,0.023549,6.54,70.35
2095,dashcam_illumination/train/2sQgrhhdKNSplbNV4fjf3g_B.png,-138.6876019825098,63.65970516665251,5.5,0.023549,-1.64,64.86
2096,dashcam_illumination/train/2SYwHXZTKrmF_ZFlPNTG5A_F.png,81.68974011532924,85.37898229527642,4.5,0.028533999999999997,9.07,64.14
2097,dashcam_illumination/train/2SYwHXZTKrmF_ZFlPNTG5A_B.png,81.68974011532927,84.7010177047237,4.5,0.028533999999999997,-0.85,83.49
2098,dashcam_illumination/train/2TlIuwoO9zBFOL9Zp1Sq4g_F.png,-10.871134503997581,75.4243071078539,4.0,0.033755,-7.84,77.67
2099,dashcam_illumination/train/2TlIuwoO9zBFOL9Zp1Sq4g_B.png,169.12886549600245,86.11430710785359,4.0,0.033755,2.85,60.77
2100,dashcam_illumination/train/2TNvoSY0yPvaaOzRyiiMgA_F.png,54.464196689528244,68.99534498691725,4.5,0.031784,-9.31,83.89
2101,dashcam_illumination/train/2TNvoSY0yPvaaOzRyiiMgA_B.png,-125.53580331047176,84.76534498691728,4.5,0.031784,6.46,63.71
2102,dashcam_illumination/train/2TW0Lv-RzWYMHFWnuP30-A_F.png,165.99906171270538,50.683856471512954,2.5,0.042988,8.56,69.72
2103,dashcam_illumination/train/2TW0Lv-RzWYMHFWnuP30-A_B.png,-14.000938287294616,44.133856471512935,2.5,0.042988,2.01,72.56
2104,dashcam_illumination/train/2U9x7oVPK2xP_D8fbEMdNg_F.png,99.44507923489941,60.736260852269204,4.0,0.039386000000000004,-3.8,98.13
2105,dashcam_illumination/train/2U9x7oVPK2xP_D8fbEMdNg_B.png,-80.55492076510059,56.906260852269185,4.0,0.039386000000000004,-7.63,86.06
2106,dashcam_illumination/train/2uAYj1dv_0jI_qVBYer7Hw_F.png,-71.01350492639497,57.879232328683955,5.5,0.028339,-6.59,96.43
2107,dashcam_illumination/train/2uAYj1dv_0jI_qVBYer7Hw_B.png,108.98649507360504,57.96923232868393,5.5,0.028339,-6.5,61.53
2108,dashcam_illumination/train/2Ujw531SK1XVJBsCrFiexQ_F.png,-99.83007550212969,55.13485871026744,3.5,0.046826,2.06,86.28
2109,dashcam_illumination/train/2Ujw531SK1XVJBsCrFiexQ_B.png,80.16992449787033,52.87485871026744,3.5,0.046826,-0.2,72.36
2110,dashcam_illumination/train/2u_sKy-Ve-m1EGPiaMXfOw_F.png,-113.11879099718176,89.42047269075735,4.0,0.028443,-0.02,87.5
2111,dashcam_illumination/train/2u_sKy-Ve-m1EGPiaMXfOw_B.png,-113.11879099718176,86.2995273092438,4.0,0.028443,4.26,97.49
2112,dashcam_illumination/train/2vGniLbkOGg5UJWbqm5jkQ_F.png,-144.26960778294654,82.94488790912575,4.0,0.030062000000000002,9.6,68.3
2113,dashcam_illumination/train/2vGniLbkOGg5UJWbqm5jkQ_B.png,-144.26960778294657,89.4551120908748,4.0,0.030062000000000002,2.0,66.7
2114,dashcam_illumination/train/2VhyCyMIcUcdSrd8oB2K3w_F.png,40.68512487922364,85.38355226022641,4.0,0.037298000000000005,7.08,76.32
2115,dashcam_illumination/train/2VhyCyMIcUcdSrd8oB2K3w_B.png,-139.31487512077638,78.94355226022644,4.0,0.037298000000000005,0.64,85.23
2116,dashcam_illumination/train/2VurRp2DtscDtbzgFd0NcQ_F.png,-171.07721956367297,29.30880420819579,2.5,0.048991,-9.55,99.79
2117,dashcam_illumination/train/2VurRp2DtscDtbzgFd0NcQ_B.png,8.922780436327043,45.05880420819579,2.5,0.048991,6.2,86.53
2118,dashcam_illumination/train/2wGn0O3y1poLVErwOwnmfA_F.png,40.75119017242427,19.567085148879052,2.0,0.040899,-7.67,70.06
2119,dashcam_illumination/train/2wGn0O3y1poLVErwOwnmfA_B.png,-139.24880982757574,31.027085148879053,2.0,0.040899,3.79,90.96
2120,dashcam_illumination/train/2WpSVkmQXmkiFxS_f-dOLQ_F.png,55.95073863500308,54.120614468989174,3.5,0.041366,6.05,61.09
2121,dashcam_illumination/train/2WpSVkmQXmkiFxS_f-dOLQ_B.png,-124.04926136499695,40.17061446898918,3.5,0.041366,-7.9,65.16
2122,dashcam_illumination/train/2WZWNWBoixK5v1mAvqtuXg_F.png,-169.6690298880084,50.44832046359575,2.5,0.063999,-1.65,72.29
2123,dashcam_illumination/train/2WZWNWBoixK5v1mAvqtuXg_B.png,10.330970111991618,52.93832046359577,2.5,0.063999,0.84,80.59
2124,dashcam_illumination/train/2x2UPPNSc6b31uOPOOI_Pg_F.png,-106.79299817454087,59.486817558625575,6.0,0.035660000000000004,-3.91,79.25
2125,dashcam_illumination/train/2x2UPPNSc6b31uOPOOI_Pg_B.png,73.20700182545913,68.95681755862559,6.0,0.035660000000000004,5.56,65.87
2126,dashcam_illumination/train/2xEOI9UBr-1pSoBkXMphzQ_F.png,166.5611059711801,37.82573235745329,3.5,0.033769,-6.57,87.79
2127,dashcam_illumination/train/2xEOI9UBr-1pSoBkXMphzQ_B.png,-13.438894028819966,46.01573235745329,3.5,0.033769,1.62,89.45
2128,dashcam_illumination/train/2XGEboBTMYE_YGoRUbhicw_F.png,-14.858502999465232,35.274695193083474,2.5,0.044419,-6.85,67.91
2129,dashcam_illumination/train/2XGEboBTMYE_YGoRUbhicw_B.png,165.14149700053474,42.16469519308347,2.5,0.044419,0.04,69.91
2130,dashcam_illumination/train/2XHnjb6N055-0Ecregtv7g_F.png,-177.80986825140454,62.076625068500135,3.5,0.033070999999999996,5.78,82.35
2131,dashcam_illumination/train/2XHnjb6N055-0Ecregtv7g_B.png,2.1901317485954754,52.07662506850012,3.5,0.033070999999999996,-4.22,77.64
2132,dashcam_illumination/train/2xkSxvJw3Zf0ltomDLK70w_F.png,171.822171202591,50.116046051917635,4.0,0.030608,-5.62,83.27
2133,dashcam_illumination/train/2xkSxvJw3Zf0ltomDLK70w_B.png,-8.177828797409052,48.54604605191764,4.0,0.030608,-7.19,77.33
2134,dashcam_illumination/train/2xUnwSeBKxtIgD47s1Y3Qg_F.png,-148.14424605258876,76.9090472933949,5.5,0.025422,6.27,70.21
2135,dashcam_illumination/train/2xUnwSeBKxtIgD47s1Y3Qg_B.png,31.85575394741125,65.58904729339488,5.5,0.025422,-5.05,76.73
2136,dashcam_illumination/train/2xuU7X-c7zmVW7T6mjFWjA_F.png,167.31421201084092,64.02117803405037,3.5,0.046522,-6.36,77.59
2137,dashcam_illumination/train/2xuU7X-c7zmVW7T6mjFWjA_B.png,-12.68578798915909,67.15117803405037,3.5,0.046522,-3.23,99.17
2138,dashcam_illumination/train/2xxBWezzyuRDdHOrAludpg_F.png,-122.214222507453,59.64805950091901,4.0,0.039652,-3.34,65.24
2139,dashcam_illumination/train/2xxBWezzyuRDdHOrAludpg_B.png,57.78577749254703,69.24805950091903,4.0,0.039652,6.26,62.45
2140,dashcam_illumination/train/2Yd17-YFlWnyB4jm9Kr-VA_F.png,-71.30251656050821,88.22584112591917,4.0,0.030141,6.22,71.91
2141,dashcam_illumination/train/2Yd17-YFlWnyB4jm9Kr-VA_B.png,-71.30251656050821,85.15415887408095,4.0,0.030141,-0.4,99.75
2142,dashcam_illumination/train/2yEEbRLuLn0KpM1frkn8qA_F.png,174.2680441630098,73.91804635153049,4.5,0.027407,-2.45,90.75
2143,dashcam_illumination/train/2yEEbRLuLn0KpM1frkn8qA_B.png,-5.731955836990224,71.0980463515305,4.5,0.027407,-5.27,64.88
2144,dashcam_illumination/train/2YP3Qs4jJBiErJ3k0yshdw_F.png,-147.6426555273037,43.17817422172462,3.5,0.038972,-7.65,75.36
2145,dashcam_illumination/train/2YP3Qs4jJBiErJ3k0yshdw_B.png,32.35734447269631,53.33817422172461,3.5,0.038972,2.51,76.19
2146,dashcam_illumination/train/2YPEnMflND3m0OuIISoVHg_F.png,-137.88361571595675,69.58941893146671,3.5,0.050589999999999996,8.71,70.05
2147,dashcam_illumination/train/2YPEnMflND3m0OuIISoVHg_B.png,42.11638428404326,58.219418931466684,3.5,0.050589999999999996,-2.66,84.17
2148,dashcam_illumination/train/2yyO2iW3droAVsxYH-qVsA_F.png,-161.14784236380336,73.4785918453849,4.5,0.031252999999999996,6.29,72.67
2149,dashcam_illumination/train/2yyO2iW3droAVsxYH-qVsA_B.png,18.85215763619664,64.07859184538495,4.5,0.031252999999999996,-3.11,60.44
2150,dashcam_illumination/train/2ZCX2zj06F2WJ-i7UpiJQA_F.png,-62.15994664441944,59.6350851816198,4.5,0.035132,-7.44,73.74
2151,dashcam_illumination/train/2ZCX2zj06F2WJ-i7UpiJQA_B.png,117.84005335558058,76.36508518161979,4.5,0.035132,9.29,63.79
2152,dashcam_illumination/train/2_xf1B8uBYuF1Wt_0UGDuQ_F.png,-17.779168062464837,78.88099191485053,4.5,0.031089,4.84,89.87
2153,dashcam_illumination/train/2_xf1B8uBYuF1Wt_0UGDuQ_B.png,162.22083193753517,78.60099191485047,4.5,0.031089,4.56,94.22
2154,dashcam_illumination/train/3-K9I86szS1BYBq89X1U5w_F.png,140.58472420079323,51.61160748086483,4.5,0.032107,-4.91,78.59
2155,dashcam_illumination/train/3-K9I86szS1BYBq89X1U5w_B.png,-39.41527579920679,52.691607480864846,4.5,0.032107,-3.83,61.19
2156,dashcam_illumination/train/30-GzhknvI7kAVTaDtIiJg_F.png,4.964909975930754,65.81546261137677,3.5,0.038029,7.69,70.42
2157,dashcam_illumination/train/30-GzhknvI7kAVTaDtIiJg_B.png,-175.03509002406926,66.57546261137678,3.5,0.038029,8.45,97.77
2158,dashcam_illumination/train/304bSg6y5m7Y0p0WuJGsPQ_F.png,-137.40722636731414,57.030052201778744,4.0,0.036164999999999996,-2.36,81.75
2159,dashcam_illumination/train/304bSg6y5m7Y0p0WuJGsPQ_B.png,42.59277363268582,67.01005220177875,4.0,0.036164999999999996,7.62,68.22
2160,dashcam_illumination/train/30F3D_w_GHWQxzEt8zNedw_F.png,151.25134945431802,52.89976077369692,4.0,0.036920999999999995,-8.7,91.79
2161,dashcam_illumination/train/30F3D_w_GHWQxzEt8zNedw_B.png,-28.748650545682008,64.80976077369694,4.0,0.036920999999999995,3.21,86.74
2162,dashcam_illumination/train/30HXYzSNC-J-uWyat9n_vg_F.png,-3.611065233343703,57.07234514823134,4.5,0.029026999999999997,-6.6,86.39
2163,dashcam_illumination/train/30HXYzSNC-J-uWyat9n_vg_B.png,176.3889347666563,55.082345148231326,4.5,0.029026999999999997,-8.59,96.28
2164,dashcam_illumination/train/30s34VaIBnLuNch-9_KmmQ_F.png,57.48164765557412,82.9445750172997,4.5,0.023672,-5.12,72.12
2165,dashcam_illumination/train/30s34VaIBnLuNch-9_KmmQ_B.png,-122.51835234442586,83.63457501729972,4.5,0.023672,-4.43,92.09
2166,dashcam_illumination/train/31BERuRgnqYyNxcs5IPzNg_F.png,168.8386026557069,58.14581215124068,4.0,0.040788,-6.49,69.1
2167,dashcam_illumination/train/31BERuRgnqYyNxcs5IPzNg_B.png,-11.161397344293144,68.1158121512407,4.0,0.040788,3.48,95.47
2168,dashcam_illumination/train/31Dzzuv4U_IXgIk-G6407w_F.png,-8.592693102848607,45.55627732467443,3.5,0.041919,-3.35,83.8
2169,dashcam_illumination/train/31Dzzuv4U_IXgIk-G6407w_B.png,171.40730689715141,39.42627732467444,3.5,0.041919,-9.48,78.0
2170,dashcam_illumination/train/31UdIhWbZ5X1x7Dt8EvMkA_F.png,-140.77801816900777,43.172789171084794,4.0,0.029107,-6.76,96.97
2171,dashcam_illumination/train/31UdIhWbZ5X1x7Dt8EvMkA_B.png,39.22198183099225,43.112789171084785,4.0,0.029107,-6.82,85.84
2172,dashcam_illumination/train/31w-UWn6BWmt2bkttJtslw_F.png,-11.452260377369829,41.496164508873505,3.5,0.052008000000000006,-1.67,96.1
2173,dashcam_illumination/train/31w-UWn6BWmt2bkttJtslw_B.png,168.54773962263016,49.126164508873494,3.5,0.052008000000000006,5.96,83.73
2174,dashcam_illumination/train/31YPY3d3NLUC2iCcvuCcTw_F.png,-123.84143307924514,56.328506071599804,3.5,0.040614,4.33,63.7
2175,dashcam_illumination/train/31YPY3d3NLUC2iCcvuCcTw_B.png,56.15856692075488,51.08850607159982,3.5,0.040614,-0.91,81.31
2176,dashcam_illumination/train/32EgxuDhBE_a6G7OssTCxA_F.png,-104.82827616635105,89.44146083279652,4.0,0.029886000000000003,2.74,77.09
2177,dashcam_illumination/train/32EgxuDhBE_a6G7OssTCxA_B.png,75.171723833649,83.27146083279727,4.0,0.029886000000000003,8.91,88.81
2178,dashcam_illumination/train/32f-bqDnapTU0E8N3M_04A_F.png,59.218712110589884,58.159719533159894,4.5,0.027094,4.12,77.03
2179,dashcam_illumination/train/32f-bqDnapTU0E8N3M_04A_B.png,-120.78128788941015,62.02971953315989,4.5,0.027094,7.99,61.75
2180,dashcam_illumination/train/32JQkuY4a7tWfb4gjINCiQ_F.png,22.015571952719455,58.485401655376606,4.5,0.022855,7.34,62.49
2181,dashcam_illumination/train/32JQkuY4a7tWfb4gjINCiQ_B.png,-157.98442804728057,44.585401655376614,4.5,0.022855,-6.56,96.95
2182,dashcam_illumination/train/32pFJGCOwgn-ZyVgOZseXQ_F.png,175.47109232355348,62.36261570201767,5.5,0.027257,-0.4,94.49
2183,dashcam_illumination/train/32pFJGCOwgn-ZyVgOZseXQ_B.png,-4.528907676446544,61.38261570201768,5.5,0.027257,-1.38,94.75
2184,dashcam_illumination/train/33NGsjV6N6R3wZUeS8_B2w_F.png,-103.1823709466284,59.55521657261919,4.5,0.031829,6.67,68.98
2185,dashcam_illumination/train/33NGsjV6N6R3wZUeS8_B2w_B.png,76.81762905337159,54.61521657261919,4.5,0.031829,1.73,61.07
2186,dashcam_illumination/train/341nWOx3u0TY0jYyUQn16A_F.png,-26.790393834687716,62.97993178854228,4.5,0.027177999999999997,9.41,97.53
2187,dashcam_illumination/train/341nWOx3u0TY0jYyUQn16A_B.png,153.20960616531232,57.84993178854231,4.5,0.027177999999999997,4.28,87.27
2188,dashcam_illumination/train/342FOH7OY4M0eJF3UcYeYA_F.png,-138.83551151367195,76.01336321253113,4.0,0.035294,-7.18,85.24
2189,dashcam_illumination/train/342FOH7OY4M0eJF3UcYeYA_B.png,-138.835511513672,88.07663678746893,4.0,0.035294,8.73,72.84
2190,dashcam_illumination/train/34hyOYVGixygL5OP6ZdlIw_F.png,-151.0612855204335,36.092345674989645,2.5,0.042477999999999995,-7.48,96.75
2191,dashcam_illumination/train/34hyOYVGixygL5OP6ZdlIw_B.png,28.93871447956652,51.44234567498965,2.5,0.042477999999999995,7.87,66.82
2192,dashcam_illumination/train/34Iksv9FeQNNTtAtrU2d0A_F.png,-46.67133854770609,45.700238157866536,3.5,0.035585000000000006,1.28,93.91
2193,dashcam_illumination/train/34Iksv9FeQNNTtAtrU2d0A_B.png,133.32866145229394,36.06023815786654,3.5,0.035585000000000006,-8.36,89.75
2194,dashcam_illumination/train/35g3yalpk11EJDRwtLeQPg_F.png,1.4920467093427756,27.11453569455133,2.5,0.03868,-5.04,89.54
2195,dashcam_illumination/train/35g3yalpk11EJDRwtLeQPg_B.png,-178.50795329065724,23.96453569455133,2.5,0.03868,-8.19,79.66
2196,dashcam_illumination/train/35LfzYyl9OkOafzm0RYzHQ_F.png,86.63894190523823,82.0381044508895,4.0,0.027901,-3.57,77.37
2197,dashcam_illumination/train/35LfzYyl9OkOafzm0RYzHQ_B.png,86.63894190523823,86.67189554911045,4.0,0.027901,7.72,78.1
2198,dashcam_illumination/train/35SVrZfLAHSkpC3HBLldgg_F.png,-9.147392267030613,81.7436246640191,4.0,0.028314,-3.81,98.53
2199,dashcam_illumination/train/35SVrZfLAHSkpC3HBLldgg_B.png,170.8526077329694,80.76362466401898,4.0,0.028314,-4.79,88.39
2200,dashcam_illumination/train/36ves8vAsHv7N-hStVNbKw_F.png,-18.97095945245303,64.45583734869713,4.5,0.03561,1.23,66.01
2201,dashcam_illumination/train/36ves8vAsHv7N-hStVNbKw_B.png,161.02904054754697,56.3958373486971,4.5,0.03561,-6.83,90.34
2202,dashcam_illumination/train/37GGu3wyM53sZXsUlp-kvw_F.png,135.9014227604628,56.52483200739518,4.0,0.027939999999999996,1.8,60.59
2203,dashcam_illumination/train/37GGu3wyM53sZXsUlp-kvw_B.png,-44.09857723953722,45.07483200739517,4.0,0.027939999999999996,-9.65,62.09
2204,dashcam_illumination/train/37Y2JHHU8b1pzoGf009vJg_F.png,0.8404519113008876,37.98677406054521,4.5,0.023849000000000002,-6.45,68.11
2205,dashcam_illumination/train/37Y2JHHU8b1pzoGf009vJg_B.png,-179.15954808869913,52.26677406054521,4.5,0.023849000000000002,7.83,61.48
2206,dashcam_illumination/train/387g0cPc0o3BYAHrvHYbTA_F.png,81.07711243617427,82.77843004676303,3.0,0.038308999999999996,-0.49,91.52
2207,dashcam_illumination/train/387g0cPc0o3BYAHrvHYbTA_B.png,-98.92288756382575,77.14843004676305,3.0,0.038308999999999996,-6.12,86.55
2208,dashcam_illumination/train/38dVjMUpQq3UOutmz6-tuw_F.png,-61.82770346707568,83.30298556063762,4.0,0.038711,9.77,77.12
2209,dashcam_illumination/train/38dVjMUpQq3UOutmz6-tuw_B.png,118.17229653292429,67.6529855606376,4.0,0.038711,-5.88,62.31
2210,dashcam_illumination/train/38j-T6zKq_O6FRRSErtBAw_F.png,163.73081111389263,59.58989654971493,4.5,0.031311,-5.72,97.3
2211,dashcam_illumination/train/38j-T6zKq_O6FRRSErtBAw_B.png,-16.269188886107386,55.34989654971493,4.5,0.031311,-9.96,83.98
2212,dashcam_illumination/train/38YW5SmeUi-bUGNg5vuNXQ_F.png,-142.87689015155158,61.36548777193293,4.5,0.036747,7.76,66.43
2213,dashcam_illumination/train/38YW5SmeUi-bUGNg5vuNXQ_B.png,37.123109848448436,48.425487771932936,4.5,0.036747,-5.18,65.21
2214,dashcam_illumination/train/39a5eIJN-7uL_Z-Sbw2LXQ_F.png,143.87919775079638,75.14906416353702,4.5,0.03058,6.64,96.76
2215,dashcam_illumination/train/39a5eIJN-7uL_Z-Sbw2LXQ_B.png,-36.120802249203656,73.80906416353702,4.5,0.03058,5.3,72.49
2216,dashcam_illumination/train/39Cl6ECXIuqrvv-x1mjbiA_F.png,-163.14400546977689,80.66296266416715,4.5,0.024495,8.89,95.54
2217,dashcam_illumination/train/39Cl6ECXIuqrvv-x1mjbiA_B.png,16.855994530223132,64.02296266416718,4.5,0.024495,-7.75,65.26
2218,dashcam_illumination/train/39ZNyCZOGC1meAxo8cOt7w_F.png,35.007437814434425,83.44135290032726,4.0,0.026902,-4.01,77.15
2219,dashcam_illumination/train/39ZNyCZOGC1meAxo8cOt7w_B.png,-144.9925621855656,82.9213529003273,4.0,0.026902,-4.53,64.41
2220,dashcam_illumination/train/3ACEU2huuqxfphLmQyFPHA_F.png,-143.65956437244938,35.462769441917025,2.0,0.036617000000000004,4.94,77.12
2221,dashcam_illumination/train/3ACEU2huuqxfphLmQyFPHA_B.png,36.34043562755063,29.192769441917008,2.0,0.036617000000000004,-1.33,95.24
2222,dashcam_illumination/train/3b2wvt_QFvFZQbIw-Hut3Q_F.png,6.933495123722878,52.56812492918485,3.5,0.04079,-0.53,75.33
2223,dashcam_illumination/train/3b2wvt_QFvFZQbIw-Hut3Q_B.png,-173.06650487627715,53.66812492918485,3.5,0.04079,0.57,82.9
2224,dashcam_illumination/train/3b37-q9OR3zsR9991vbcig_F.png,-105.14187527531188,61.363963371683894,5.5,0.040223,-1.0,79.55
2225,dashcam_illumination/train/3b37-q9OR3zsR9991vbcig_B.png,74.85812472468812,53.62396337168392,5.5,0.040223,-8.74,94.88
2226,dashcam_illumination/train/3c7dHc_FfYV3PIL6VyfSFg_F.png,173.32556132858986,89.77703963795334,4.5,0.026643,8.82,83.51
2227,dashcam_illumination/train/3c7dHc_FfYV3PIL6VyfSFg_B.png,-6.674438671409233,85.3770396379573,4.5,0.026643,4.42,67.64
2228,dashcam_illumination/train/3C9Gl3NmUiqMic12zz90lw_F.png,6.637400922563463,57.63721714631503,3.5,0.037732999999999996,-2.29,63.4
2229,dashcam_illumination/train/3C9Gl3NmUiqMic12zz90lw_B.png,-173.36259907743656,63.347217146315025,3.5,0.037732999999999996,3.42,74.59
2230,dashcam_illumination/train/3d0JiqaLH7gcpwYRq0eCuw_F.png,-90.28023692603271,79.87076346614082,4.5,0.02928,1.58,88.14
2231,dashcam_illumination/train/3d0JiqaLH7gcpwYRq0eCuw_B.png,89.71976307396727,81.86076346614081,4.5,0.02928,3.57,82.47
2232,dashcam_illumination/train/3DI9MuGdveeO2obSQR28ig_F.png,145.6750763329853,70.63115757984306,4.0,0.040677,7.6,94.74
2233,dashcam_illumination/train/3DI9MuGdveeO2obSQR28ig_B.png,-34.32492366701476,68.58115757984302,4.0,0.040677,5.55,62.76
2234,dashcam_illumination/train/3DlpyRPWVtJmYhPJS0YTIQ_F.png,63.76505235435418,81.54988425077043,4.0,0.030373,9.02,72.11
2235,dashcam_illumination/train/3DlpyRPWVtJmYhPJS0YTIQ_B.png,63.765052354354204,79.67011574922955,4.0,0.030373,-9.76,70.17
2236,dashcam_illumination/train/3eKBBegFa2rYyaMWnKqvQA_F.png,-15.726336580909253,64.9981356146551,4.5,0.030023,-9.04,80.85
2237,dashcam_illumination/train/3eKBBegFa2rYyaMWnKqvQA_B.png,164.27366341909075,64.7381356146551,4.5,0.030023,-9.3,85.23
2238,dashcam_illumination/train/3eXBOrU785M4bpY73oCXaw_F.png,-12.90712667545381,62.569032446848276,5.5,0.022375,1.7,93.24
2239,dashcam_illumination/train/3eXBOrU785M4bpY73oCXaw_B.png,167.0928733245462,68.09903244684826,5.5,0.022375,7.23,67.18
